Date,Label,Speaker,Political Party,Subject,Photo
2014-06-26,Mostly True,Allan Fung,Republican,Economy;Income;Job Accomplishments;Labor;Pensions;Taxes;Unions;Workers,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/allan_fung.jpg
2014-07-06,Half True,Raul Labrador,Republican,Children;Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Labrador_mug.jpg
2014-07-07,False,Reince Priebus,Republican,Health Care,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Reince_Priebus_Pfact_mug.jpg
2014-07-01,Half True,Donny Deutsch,None,Health Care;Polls and Public Opinion;Public Health,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/dish-020211-donny-deutsch.jpg
2014-07-06,False,Newt Gingrich,Republican,Abortion;Congress;Corporations;Health Care;Religion;Sexuality;Supreme Court,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/gingrichcutter.jpg
2014-06-19,Half True,Jack Kingston,Republican,Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Jack_Kingston.jpg
2014-07-01,Half True, Florida Democratic Party,Democrat,Education;Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Donkey.jpg
2014-05-12,Half True,Jack Kingston,Republican,Military,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Jack_Kingston.jpg
2014-07-01,False,Justin Amash,Republican,Abortion,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/AMASH_3.jpg
2014-06-23,False,Ted Cruz,Republican,Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/CRUZPFTNEW.jpg
2014-06-24,Half True,Chris Abele,None,County Government;Jobs,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Abele_Chris_PFACT_2.jpg
2014-06-27,Mostly True,Wendy Davis,Democrat,Candidate Biography;Criminal Justice;Education;Environment;Legal Issues,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/davis.jpg
2014-06-23,False,Joe Zepecki,Democrat,Candidate Biography;Economy;Jobs;States,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Joe_Zepecki.jpg
2014-05-27,True,Sheldon Whitehouse,Democrat,Climate Change;Energy;Environment;Jobs,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/swhitehouse.jpg
2014-06-09,Half True,Ed  Gillespie,Republican,Voting Record,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Gillespie_mug2.jpg
2014-06-30,Mostly False,Hillary Clinton,Democrat,Abortion;Health Care;Legal Issues;Women,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/GYI_659046701_585968470.jpg
2014-04-09,Half True, No Tax For Tracks,Organization,Transportation,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/notax.jpg
2014-06-27,True,Leticia Van de Putte,Democrat,Veterans,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/vandeputtepicgood.jpg
2014-06-20,False,Dan Sullivan,Republican,Candidate Biography;Crime;Criminal Justice;Guns;Job Accomplishments,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Sullivan.jpg
2014-05-15,Half True,John  Kitzhaber,Democrat,Economy;Jobs,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/kitzhaber41.jpg
2014-06-28,False,David Alameel,Democrat,Candidate Biography;Immigration;Poverty,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/alameel022114pft.jpg
2014-06-30,Mostly True,Ruth Bader Ginsburg,None,Health Care;Women,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Ginsburg_mug.jpg
2014-06-12,Mostly False, Democratic Party of Wisconsin,Democrat,Congress;Job Accomplishments;Polls and Public Opinion,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Dem-donkey.jpg
2014-06-18,Pants on Fire,Matt  McGrath,Democrat,Education,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/politifact_mugs_politifact_mugs_Facebook_icon_1_2.jpg
2014-06-30,Mostly True,Sally Kohn,Columnist,Health Care;Supreme Court,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/HI_RES_Kohn_1.jpg
2014-06-19,Half True, Senate Majority PAC,Democrat,Bipartisanship;Congress;Environment;Federal Budget;Homeland Security;Infrastructure;Public Safety;Voting Record;Weather,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Senate_Majority_PAC_logo.jpg
2014-06-23,Mostly True,David Perdue,Republican,Federal Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/David_Perdue.jpg
2014-06-30,Mostly True,Debbie Wasserman Schultz,Democrat,Health Care;Supreme Court;Women,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/27560_6444958138_7609_n.jpg
2014-06-26,False,Gilberto Hinojosa,Democrat,Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Hinojosamugsquareresize.jpg
2014-06-24,Pants on Fire,Rush Limbaugh,None,Children;Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/rush_limbaugh6.jpg
2014-06-24,Half True,Vicky Hartzler,Republican,Congress;Corporations;Deficit;Economy;Federal Budget;Financial Regulation;Foreign Policy;Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Hartzler.jpg
2014-06-02,Mostly True,John Chisholm,Democrat,County Budget;County Government;Crime;Criminal Justice,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/John_Chisholm.jpg
2014-06-18,Mostly False,Jack Kingston,Republican,Stimulus,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Jack_Kingston.jpg
2011-04-03,Full Flop,Mark Warner,Democrat,Federal Budget,https://s3.amazonaws.com/static.politifact.com/mugs/mug-markwarner.jpg
2014-06-29,False,Bob Goodlatte,Republican,Supreme Court,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Goodlatte.jpg
2014-06-29,Half True,Bill Clinton,Democrat,History;Wealth,https://s3.amazonaws.com/static.politifact.com/mugs/mug-billclinton.jpg
2014-06-23,Half True,Ted Cruz,Republican,Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/CRUZPFTNEW.jpg
2014-06-17,True,Allan Fung,Republican,Campaign Finance;Candidate Biography;History,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/allan_fung.jpg
2014-06-17,Mostly True,Kenneth Block,Republican,Bipartisanship;Campaign Finance;Candidate Biography;Debates,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/KenBlock.JPG
2014-06-24,Pants on Fire, Democratic Party of Wisconsin,Democrat,Campaign Finance;Legal Issues;Negative Campaigning,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Dem-donkey.jpg
2014-06-17,Mostly False, Brady Campaign to Prevent Gun Violence,None,Guns;Public Safety,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/brady.jpg
2014-06-23,Mostly False, Progressive Choice Florida,Organization,Crime;Marijuana,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/ProgChoice.jpg
2014-06-23,Mostly True,Barack Obama,Democrat,Children;Education;Families,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_OBAMA_1.jpg
2014-06-16,False,James Buchal,Republican,Guns;Homeland Security,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/James_Buchal.jpg
2014-06-26,Mostly False,Greg Abbott,Republican,Candidate Biography;Crime;Criminal Justice;Ethics,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/abbottmugnew16pft.jpg
2014-06-23,True, League of Conservation Voters,Organization,Education;Environment,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/LCV_logo.jpg
2014-06-14,Mostly True,Dave Marsden,Democrat,Health Care;Medicaid,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/MARSDEN1.JPG
2014-06-02,Half True,Mary Burke,Democrat,Criminal Justice;Education;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Mary_Burke_PFACT.jpg
2014-06-09,Half True, Washington Examiner,None,Health Care,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/PolitiFact_silhouette_16.jpg
2014-06-25,Mostly True,Rick Scott,Republican,Campaign Finance;Elections,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/rlscott.JPG
2014-06-25,False,John Boehner,Republican,Climate Change;Economy;Energy;Jobs,https://s3.amazonaws.com/static.politifact.com/mugs/mug-johnboehner.jpg
2014-06-23,Mostly False,Rick Scott,Republican,Economy;Education;Jobs;Stimulus,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/rlscott.JPG
2014-06-20,False,Scott Walker,Republican,State Budget;Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Scott_Walker_1_1.jpg
2014-06-17,Mostly True, Republican Party of Florida,Republican,Education,https://s3.amazonaws.com/static.politifact.com/mugs/mug-rnc___.jpg
2014-06-24,Pants on Fire,Steve Doocy,Journalist,Climate Change;Environment,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/stevedoocy.jpg
2014-06-20,Mostly True,Jim Rubens,Republican,Bipartisanship;Voting Record,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Rubenscropped2.jpg
2014-06-18,False, Chain email,None,Elections,https://s3.amazonaws.com/static.politifact.com/mugs/mug-emailer.jpg
2014-06-25,Half True, Georgia Restaurant Association,Organization,Economy,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/GRAlogo_3.jpg
2014-06-23,Mostly True,Barack Obama,Democrat,Jobs;Women;Workers,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_OBAMA_1.jpg
2014-06-22,False,Dick Cheney,Republican,Terrorism,https://s3.amazonaws.com/static.politifact.com/mugs/Cheney_mug.JPG
2014-06-16,Half True, Facebook posts,None,Hunger;Iraq,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Facebook_icon_1.jpg
2014-06-23,Half True,Joe Biden,Democrat,Campaign Finance;Ethics;Income;Transparency,https://s3.amazonaws.com/static.politifact.com/mugs/mug-joebiden.jpg
2014-05-27,True, Austin Water Utility,None,Water,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/cityaustinlogo062314.png
2014-06-09,Half True,Jason Carter,Democrat,Medicaid,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Jason_Carter.jpg
2014-06-26,Pants on Fire, Chain email,None,Foreign Policy,https://s3.amazonaws.com/static.politifact.com/mugs/mug-emailer.jpg
2014-06-13,Half True,Bill Nelson,Democrat,Elections;Transparency,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/GYI_100490231_BILL_NELSON.JPG
2014-06-14,False, Al Jazeera America,Journalist,Energy;Environment,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/mugs_mug-independentgroup___________________35.jpg
2014-05-14,Mostly False,Ed  Gillespie,Republican,Climate Change;Energy;Voting Record,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Gillespie_mug2.jpg
2014-06-22,Half True,Donna Brazile,Democrat,Elections;Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/t1larg.brazile.55.jpg
2014-06-22,True,Dick Cheney,Republican,Terrorism,https://s3.amazonaws.com/static.politifact.com/mugs/Cheney_mug.JPG
2014-06-17,Pants on Fire,Rick Perry,Republican,Immigration;Terrorism,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Rick_Perry_1.jpg
2014-05-08,Half True, Texas Future,None,Corrections and Updates;Population;Transportation,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/texasfutureimagepft.jpg
2014-06-16,True,Mark Pocan,Democrat,Civil Rights;Legal Issues;Sexuality;Workers,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Mark_Pocan.jpg
2014-05-01,Mostly False,Jack Reed,Democrat,Congress;Congressional Rules;Debt;Deficit;Economy;Federal Budget;Income;Jobs;Labor;Taxes;Workers,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/jack_reed.JPG
2014-06-20,False,Scott Walker,Republican,Campaign Finance;Legal Issues,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Scott_Walker_1_1.jpg
2014-05-15,False,Monica Wehby,Republican,Guns,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Wehby.JPG
2014-06-10,Mostly True,Hillary Clinton,Democrat,History;Iraq;Military;Polls and Public Opinion,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/GYI_659046701_585968470.jpg
2014-06-10,True, Battleground Texas,Democrat,Crime;Immigration;Public Health,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/bgtexaslogopft030813.jpg
2014-06-11,Mostly False,Erin Lynch,Democrat,Corporations;Economy;Government regulation;Income;Labor;Poverty;States;Wealth;Workers,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/pf_erin_lynch.jpg
2014-06-04,Mostly False, Republican Party of Georgia,Republican,Education,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/GAGOP.jpg
2014-06-17,False,Nancy  Pelosi,Democrat,Immigration;Sports,https://s3.amazonaws.com/static.politifact.com/mugs/mug-nancypelosi.jpg
2014-06-14,False,Jeanine  Pirro,Republican,Iraq;Terrorism,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/JudgeJeanine.jpg
2014-06-18,False,Rush Limbaugh,None,Sports,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/rush_limbaugh6.jpg
2014-05-10,Mostly False,Nan Rich,Democrat,Children;Education;Poverty,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/nanrich.JPG
2014-06-16,Half True, EMILY's List,Organization,Children;Congress;Economy;Education;Jobs;State Budget;State Finances,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/EMILYS_LIST_logo.jpg
2014-06-11,Mostly True,Paul Ryan,Republican,Economy;Foreign Policy;Iraq;Military,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/AP_WX201_HOUSE_2016_PRIMARI.jpg
2014-06-17,True,Rick Perry,Republican,Crime;Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Rick_Perry_1.jpg
2014-06-12,Half True, Oregon Department of Agriculture,Government body,Agriculture,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/PFmugs12.jpg
2014-06-18,Pants on Fire, Chain email,None,Animals;Federal Budget,https://s3.amazonaws.com/static.politifact.com/mugs/mug-emailer.jpg
2014-06-15,Mostly True,Mike  Rogers,Republican,Homeland Security;Iraq;Islam;Military;Terrorism,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Rogers_mug.jpg
2014-06-18,Pants on Fire, Chain email,None,Legal Issues;States,https://s3.amazonaws.com/static.politifact.com/mugs/mug-emailer.jpg
2014-06-13,Half True,Bill Maher,Independent,Congress;Diversity;Religion,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/maher.JPG
2014-06-10,Mostly False,Scott Brown,Republican,Energy;Taxes;Voting Record,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Scott_Brown.JPG
2014-06-18,Mostly True,Mary Burke,Democrat,Economy;Workers,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Mary_Burke_PFACT.jpg
2014-06-14,Mostly True,John Albers,Republican,County Government,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Albers_John.jpg
2014-06-17,Mostly True, Florida Democratic Party,Democrat,Candidate Biography;Legal Issues,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Donkey.jpg
2014-06-13,Mostly True,Stacey Abrams,Democrat,Census,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Abrams.jpg
2014-06-16,False, Facebook posts,None,Guns,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Facebook_icon_1.jpg
2014-06-12,Pants on Fire,Ted Nugent,Republican,Iraq;Terrorism,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/tednugentap2010.JPG
2014-06-05,False,Bill Cassidy,Republican,Veterans,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Bill_Cassidy_mug.jpg
2014-06-02,False, Democratic Congressional Campaign Committee,Democrat,Veterans,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/politifact-mugs-mugs_mug-dnc_.jpg
2014-06-15,Half True,Laura Ingraham,None,Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Ingraham1031-e1320092795529.jpg
2014-06-15,Half True,Reince Priebus,Republican,Candidate Biography;Polls and Public Opinion,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Reince_Priebus_Pfact_mug.jpg
2014-05-30,Mostly False, Republican Party of Wisconsin,Republican,Economy;Job Accomplishments;Jobs;Polls and Public Opinion,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/GOP_elephant_1.jpg
2014-05-01,Mostly True,Jack Reed,Democrat,Economy;History;Income;Poverty;Welfare,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/jack_reed.JPG
2014-06-19,Pants on Fire, Chain email,None,Guns;Voting Record,https://s3.amazonaws.com/static.politifact.com/mugs/mug-emailer.jpg
2014-06-02,Half True, Put Alaska First PAC ,None,Congress;Elections;Environment;Government regulation;Negative Campaigning,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Put_Alaska_First_logo.jpg
2014-06-06,True,Ken Paxton,Republican,History;Military,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/REPKenPaxtonmugsq.jpg
2014-06-11,Mostly False, Everytown for Gun Safety,None,Children;Education;Guns,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Everytown_logo_2.jpg
2014-06-12,False,Laura Ingraham,None,History;Technology,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Ingraham1031-e1320092795529.jpg
2014-06-01,Mostly True,Leticia Van de Putte,Democrat,Economy;Foreign Policy;Trade,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/vandeputtepicgood.jpg
2014-04-18,Mostly False,Mary Burke,Democrat,Education;State Budget;State Finances;Workers,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Mary_Burke_PFACT.jpg
2014-06-10,True,Hillary Clinton,Democrat,Foreign Policy;Military,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/GYI_659046701_585968470.jpg
2014-06-01,Half True,Scott Walker,Republican,Campaign Finance;County Government;Crime;Criminal Justice;Elections,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Scott_Walker_1_1.jpg
2014-06-08,True,John Oliver,None,Sports,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/John-Oliver-of-Last-Week-Tonight-with-John-Oliver_event_main.jpg
