Date,Label,Speaker,Political Party,Subject,Photo
2011-03-11,Mostly True,Barack Obama,Democrat,Economy;Energy;History,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_OBAMA_1.jpg
2011-02-24,False, Republican National Committee,Republican,Campaign Finance;Elections,https://s3.amazonaws.com/static.politifact.com/mugs/mug-rnc_.jpg
2011-03-11,Half True,Barack Obama,Democrat,Energy;Oil Spill;Trade,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_OBAMA_1.jpg
2011-03-09,Mostly False, Crossroads GPS,Republican,Labor;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Crossroads_GPS_image.jpg
2011-03-02,True,Nathan Deal,Republican,Education,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NathanDeal.jpg
2011-02-22,Mostly True,Marion Hammer,None,Children;Guns,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/hammer.JPG
2011-03-01,Mostly True, Ohio Coal Association,None,Cap and Trade;Climate Change;Environment,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/politifact-mugs-independentgroup.jpg
2011-03-08,False,Fred Upton,Republican,Energy;Environment;Regulation,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Upton.jpg
2011-03-08,False,Bernie Sanders,Independent,Labor,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Bernie_Sanders.jpg
2011-03-10,Half True,Stephen Wise,Republican,Education,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/wise.jpg
2010-11-01,Mostly True,Alan Powell,Republican,Elections,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Alan_Powell.jpg
2011-02-28,True,Paul Krugman,None,Income;Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/krugman.jpg
2011-02-25,True,Lee Leffingwell,Democrat,City Government,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/leffingwell2010.JPG
2011-03-02,Mostly True,Patti Doyle,Organization,Economy;Gambling,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Patti_Doyle.jpg
2011-02-26,False,Glenn Hegar,Republican,Agriculture;Food Safety,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/hegar.jpg
2011-03-04,Mostly True,Jeff Merkley,Democrat,Energy,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Jeff_Merkley.jpg
2011-03-10,Half True,Scott Fitzgerald,Republican,Labor;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Scott_Fitzgerald.jpg
2011-02-11,False,Morgan Griffith,Republican,Environment,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/PF-GRIFFITH.JPG
2011-02-25,Mostly False,Dan Patrick,Republican,Corporations;Education;Small Business;Workers,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/ColorPatrick80-01-08pft.jpg
2011-03-01,False,Larry Gause,Republican,Candidate Biography,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Larry_Gause.jpg
2011-03-10,False,Thad Altman,Republican,Education,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/altman.jpg
2011-03-10,False,Rose Ferlita,None,Candidate Biography,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/ferlita.jpg
2011-02-21,True,John Kasich,Republican,Jobs;Labor;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/John_Kasich_2.jpg
2011-03-05,True,Michael Moore,None,Economy;Poverty;State Budget,https://s3.amazonaws.com/static.politifact.com/mugs/mug-michaelmoore.jpg
2011-03-04,Mostly False,Mike Huckabee,Republican,Children;Economy;Education;Families;Health Care;Hunger;Income;Jobs;Labor;Marriage;Poverty;Women;Workers,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Mike_Huckabee.jpg
2011-03-07,Pants on Fire,Rick Santorum,Republican,Abortion,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Rick_Santorum_2.jpg
2011-02-28,True,Rick Scott,Republican,Economy;Jobs;Tourism,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/rlscott.JPG
2011-03-02,Mostly True,Carol Alvarado,Democrat,Abortion;Health Care;Women,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/alvarado.jpg
2011-03-09,Pants on Fire, Direct Action for Rights & Equality,Organization,Crime;Criminal Justice;Jobs;Labor;Legal Issues,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/DARE_1.jpg
2011-03-08,Half True,Rod Smith,Democrat,Education;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/rodsmith.JPG
2011-03-06,False,John McCain,Republican,Economy;This Week - ABC News;Trade,https://s3.amazonaws.com/static.politifact.com/mugs/mug-johnmccain.jpg
2011-02-01,Half True, National Republican Senatorial Committee,Republican,Stimulus;Taxes,https://s3.amazonaws.com/static.politifact.com/mugs/Logo_NRC_Elephant_.jpg
2011-03-02,Mostly True, Virginia Lottery,None,Education;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/lottery2.jpg
2011-03-06,False, Bloggers,None,State Budget,https://s3.amazonaws.com/static.politifact.com/mugs/mug-bloggers.jpg
2011-03-04,True,Loren Collins,Libertarian,Obama Birth Certificate,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/CollinsLoren.jpg
2011-03-08,Mostly False,Rick Scott,Republican,Government Efficiency;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/rlscott.JPG
2011-03-08,Mostly False,Alan Grayson,Democrat,Education;State Budget;Taxes,https://s3.amazonaws.com/static.politifact.com/mugs/Grayson.jpg
2011-03-08,Half True,Rick Scott,Republican,Economy;State Budget;Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/rlscott.JPG
2011-03-08,Mostly True,Rick Scott,Republican,State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/rlscott.JPG
2011-03-08,True,Rick Scott,Republican,State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/rlscott.JPG
2011-03-08,Mostly True,Rick Scott,Republican,State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/rlscott.JPG
2011-03-03,True,Sherrod Brown,Democrat,Jobs;Labor;Message Machine 2010,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/politifact-sherrod-brown2.jpg
2011-03-06,Mostly False,Michele Bachmann,Republican,Federal Budget;Health Care,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Bachmann_mug_1.jpg
2011-03-03,Pants on Fire,Mike Huebsch,Republican,Labor;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Mike_Huebsch.jpg
2011-02-20,Half True,Bob McDonnell,Republican,Education;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/mcdonnell.jpg
2011-03-07,False, Chain email,None,Health Care;Labor;State Budget,https://s3.amazonaws.com/static.politifact.com/mugs/mug-emailer.jpg
2011-02-20,Mostly True,Scott Walker,Republican,Labor;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Scott_Walker_1_1.jpg
2011-02-22,False,Andy Brown,Democrat,Education,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/andybrown2011.jpg
2011-03-03,Pants on Fire, Florida Chamber of Commerce,None,Education;Labor;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/flchamber.jpg
2011-03-02,Half True,Anthony Weiner,Democrat,Ethics;Health Care;Supreme Court,https://s3.amazonaws.com/static.politifact.com/mugs/anthony_weiner.jpg
2011-03-02,Half True,Anthony Weiner,Democrat,Legal Issues,https://s3.amazonaws.com/static.politifact.com/mugs/anthony_weiner.jpg
2011-02-22,Mostly False, Democratic Congressional Campaign Committee,Democrat,Federal Budget;Social Security,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/politifact-mugs-mugs_mug-dnc_.jpg
2011-03-01,Half True,Ken Cuccinelli,Republican,Health Care;Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Cuccinelli.JPG
2011-02-27,True,Frederica Wilson,Democrat,Education;Environment,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Frederica_Wilson.jpg
2011-02-16,Mostly True,Gail  Collins,Journalist,Children;Health Care;Pundits,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/gailcollins.jpg
2011-02-08,Half True,Sam Adams,Democrat,Government Efficiency,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Sam_Adams.jpg
2011-03-02,Half True, Georgia Association of Latino Elected Officials,None,Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/silhouettes_3.jpg
2011-02-22,Half True,Travis Rowley,Republican,Economy;Labor;Workers,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/TRAVIS_ROWLEY.JPG
2011-02-01,True,Scott McCown,Democrat,State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/scottmccownn1122004.jpg
2011-02-27,Pants on Fire,Kenneth McKay,Republican,Health Care,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/MCKAY_01_CG.JPG
2011-03-21,True,Ward Armstrong,Democrat,Regulation,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Armstrong1.jpg
2011-02-21,False,Ward Armstrong,Democrat,Regulation,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Armstrong1.jpg
2011-02-08,Half True,Mark Hass,Democrat,Environment,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Mark_Hass.jpg
2011-02-02,False,Phyllis Schlafly,Republican,Consumer Safety;Environment;Public Health,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/schlaflywithbooksn.jpg
2011-03-02,Half True,Raymond LaHood,Republican,Stimulus;Transportation,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/LaHood.jpg
2011-03-02,Mostly True, Progressive Change Campaign Committee,None,Corporations;Message Machine 2010;State Budget;Taxes;Workers,https://s3.amazonaws.com/static.politifact.com/mugs/Group_image.jpg
2010-03-03,True, MacIver Institute,Independent,Education;Labor;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/mugs_mug-independentgroup___________________5.jpg
2011-02-24,False,Rand Paul,Republican,Education;Labor;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Rand_Paul.jpg
2011-03-02,Pants on Fire, Democratic Party of Wisconsin,Democrat,Labor;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Dem-donkey.jpg
2011-02-25,Pants on Fire,Glenn Beck,None,Deficit;Federal Budget;Pundits,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Glenn.png
2011-03-02,Half True,Rick Perry,Republican,Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Rick_Perry_1.jpg
2011-02-22,True,John Kasich,Republican,Economy;Jobs,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/John_Kasich_2.jpg
2011-02-22,True,Burrell Ellis,Democrat,Government Efficiency,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/burrellellis.jpg
2011-02-27,Mostly False,Scott Walker,Republican,Labor;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Scott_Walker_1_1.jpg
2011-02-16,True,Betty McCollum,Democrat,Federal Budget;Military,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/McCollumn.jpg
2011-02-24,Mostly True,Matt Miller,None,Deficit;Federal Budget,https://s3.amazonaws.com/static.politifact.com/mugs/Matt_Miller.jpg
2011-02-25,Half True,Brian Moran,Democrat,Jobs,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/MORAN.jpg
2011-02-22,True,Sherrod Brown,Democrat,Economy;Jobs,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/politifact-sherrod-brown2.jpg
2011-02-27,False,Jennifer  Shilling,Democrat,Health Care;Labor;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Jennifer_Schilling.jpg
2011-02-08,Half True,Rick Perry,Republican,Education,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Rick_Perry_1.jpg
2011-03-02,Mostly True,Rick Scott,Republican,Jobs;Stimulus;Transportation,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/rlscott.JPG
2011-02-21,False,Scott Walker,Republican,Labor;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Scott_Walker_1_1.jpg
2011-01-25,Mostly False,Peter  Palumbo,Democrat,Children;Crime,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/ppalumbo.jpg
2011-02-17,False,Corrine  Brown,Democrat,Jobs;Stimulus;Transportation,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/300px-Rep__Corrine_Brown.jpg
2011-02-27,Mostly True,Deval Patrick,Democrat,Health Care;State Budget;This Week - ABC News,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/patrick_3.jpg
2011-02-28,False,Mike Huckabee,Republican,Candidate Biography;Obama Birth Certificate,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Mike_Huckabee.jpg
2011-02-09,Pants on Fire,Jay Hottinger,Republican,Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/politifact-jay-hottinger.jpg
2011-02-27,True,Scott Walker,Republican,Labor;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Scott_Walker_1_1.jpg
2011-02-19,Mostly True,Tim Kaine,Democrat,Economy;Job Accomplishments;Jobs,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/AP_NCCB111_CAMPAIGN_2016_KA.JPG
2011-02-23,Mostly True, Liberal Blogger,None,Abortion,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/silhouettes_2.jpg
2011-02-24,Pants on Fire, Chain email,None,Energy;Environment;Military,https://s3.amazonaws.com/static.politifact.com/mugs/mug-emailer.jpg
2011-02-27,Mostly False,Rick Scott,Republican,State Budget;Stimulus;Transportation,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/rlscott.JPG
2011-02-23,Pants on Fire,Tom Niehaus,Republican,Labor;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/politifact-tom-niehaus2.jpg
2011-02-17,Half True,"Eddie Lucio, Jr.",Democrat,Abortion,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/lucio.jpg
2011-02-24,Mostly True,Bill O'Reilly,None,Economy;Labor;Pundits;Workers,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/OReilly_Main_1920x1080.jpg
2011-02-17,Mostly False,George Allen,Republican,Economy;Jobs;Stimulus,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/George__Allen.jpg
2011-01-04,Half True,Jim Renacci,Republican,Deficit;Federal Budget;Stimulus,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/politifact-renacci_2.jpg
2011-02-16,True,Jim DeMint,Republican,Children;Federal Budget,https://s3.amazonaws.com/static.politifact.com/mugs/Jim_DeMint.JPG
2011-02-17,True,George Allen,Republican,Jobs,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/George__Allen.jpg
2011-02-18,True,Cliff Stearns,Republican,Federal Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/53038563.JPG
2011-02-14,Mostly False,Chuck Norris,Republican,Education,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/norris.jpg
2011-02-15,Mostly True,Don Balfour,Republican,Education;Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/balfour.jpg
2011-02-14,False,Leo Berman,Republican,Elections;Obama Birth Certificate,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/berman_pic_better.jpg
2011-02-18,True,Gina Raimondo,Democrat,Legal Issues;Pensions;Public Service;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/raimondo.JPG
2011-02-19,Mostly True,Tim Kaine,Democrat,Bush Administration;Economy;Jobs;Labor,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/AP_NCCB111_CAMPAIGN_2016_KA.JPG
2011-02-08,Mostly True,Mark Hass,Democrat,Environment,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Mark_Hass.jpg
2011-02-22,Pants on Fire,Jeff Wentworth,Republican,Alcohol;Education;Guns,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/wentworth.jpg
2011-02-21,False,Ed Garvey,Democrat,Labor;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Ed_Garvey_.jpg
2011-02-21,Mostly True,Scott Walker,Republican,Labor;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Scott_Walker_1_1.jpg
2011-02-23,Half True,Rick Scott,Republican,Retirement;Social Security;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/rlscott.JPG
2011-02-16,False,Mark Pocan,Democrat,Labor;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Mark_Pocan.jpg
2011-02-18,False,Christopher Peace,Republican,Labor,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/CHRIS.jpg
2011-02-21,Mostly False,John Kasich,Republican,Elections,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/John_Kasich_2.jpg
2011-02-18,True,Michael Sullivan,Republican,Deficit,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/michaelquinnsullivan.jpg
2011-02-01,Half True,Rob Woodall,Republican,Federal Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Rob_Woodall.jpg
2011-02-13,Mostly True,Sheldon Whitehouse,Democrat,Income;Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/swhitehouse.jpg
2011-02-23,False,Scott Walker,Republican,Candidate Biography;Labor;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Scott_Walker_1_1.jpg
2011-02-15,Mostly False,Barack Obama,Democrat,Federal Budget;Social Security,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_OBAMA_1.jpg
2011-02-23,True,J.D. Alexander,Republican,Legal Issues;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/jdalexander.gif
2011-02-22,True,Jeff Fitzgerald,Republican,Labor;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Jeff_Fitzgerald.jpg
2011-02-14,Mostly True, Ohio Democratic Party,Democrat,Government Efficiency;Public Service;State Budget;Workers,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/politifact-mugs-donkey.jpg
2011-02-22,False,Scott Walker,Republican,Labor;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Scott_Walker_1_1.jpg
2011-02-21,False, Democratic Party of Wisconsin,Democrat,Education;Labor;Workers,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Dem-donkey.jpg
2011-02-19,True,Scott Walker,Republican,Labor;State Budget;Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Scott_Walker_1_1.jpg
2011-02-21,Mostly False,Eric Bolling,None,Education;Labor;Pundits,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/bolling_1.jpg
2011-02-14,Mostly True,Bill Posey,Republican,Science,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/SP_303493_HO_posey.JPG
2011-02-15,Half True,Garnet Coleman,Democrat,Economy;Jobs,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/garnetcoleman2009.jpg
2011-02-08,Half True,David Raynor,None,Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/David_Raynor.jpg
2011-02-21,False,Scott Walker,Republican,Labor;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Scott_Walker_1_1.jpg
2011-02-20,Mostly True,Donna Brazile,Democrat,Corporations;Pundits;Taxes;This Week - ABC News,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/t1larg.brazile.55.jpg
2011-02-21,Mostly True, Florida Department of Corrections worker,None,State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/politifact_mugs_PolitiFact_silhouettes____.jpg
2011-02-22,False,Barack Obama,Democrat,Deficit;Federal Budget;History,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_OBAMA_1.jpg
2011-02-18,False,Reince Priebus,Republican,Labor;State Budget;Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Reince_Priebus_Pfact_mug.jpg
2011-02-15,Pants on Fire,Lena Taylor,Democrat,Labor;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Lena_Taylor_2.jpg
2011-02-10,True, Virginia Senate Democratic Caucus,Democrat,Corrections and Updates;Education;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/VaDem_1.jpg
2011-02-17,Mostly False,Jon Erpenbach,Democrat,Labor;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Jon_Erpenbach.jpg
2011-02-17,Half True, National Republican Senatorial Committee,Republican,Federal Budget;Jobs;Stimulus,https://s3.amazonaws.com/static.politifact.com/mugs/Logo_NRC_Elephant_.jpg
2011-01-13,Mostly False,Phil King,Republican,Income;Taxes,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/philking2009aas.JPG
2011-02-14,Mostly True, Distilled Spirits Council of the United States,Organization,Alcohol,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/PolitiFact_silhouettes_7.jpg
2011-02-20,True,George Will,Columnist,Labor;Pundits;State Budget;This Week - ABC News,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/gwill.jpg
2011-02-20,Half True,Donna Brazile,Democrat,Pundits;State Budget;This Week - ABC News;Workers,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/t1larg.brazile.55.jpg
2011-02-08,False,Tom Scott,None,Gays and Lesbians,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/6770694.JPG
2011-02-19,Mostly True, Republican Party of Wisconsin,Republican,Health Care;Labor;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/GOP_elephant_1.jpg
2011-02-04,Mostly True,William G. Batchelder,Republican,Economy;Jobs;Small Business,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/politifact-bill-batchelder.jpg
2011-02-14,Pants on Fire,Dan Flynn,Republican,Education,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/danflynn.jpg
2011-02-11,Half True,Lynn Westmoreland,Republican,Food Safety;Government Efficiency,https://s3.amazonaws.com/static.politifact.com/mugs/Rep_Lynn_Westmoreland2.jpg
2010-11-02,Half True,Rick Perry,Republican,Diversity;Legal Issues,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Rick_Perry_1.jpg
2011-02-03,Half True,Susan Sosnowski,Democrat,Public Health;Public Safety,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/SOSNOWSKI.jpg
2011-01-12,Mostly False,Bob McDonnell,Republican,Infrastructure;Transportation,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/mcdonnell.jpg
2011-01-31,Half True,Wesley Smith,None,Health Care,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/politifact-mugs-Anonymous_people__4.jpg
2011-02-16,Mostly True,Lloyd  Doggett,Democrat,Education,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/doggett.jpg
2011-02-18,Pants on Fire,Scott Walker,Republican,Labor;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Scott_Walker_1_1.jpg
2011-02-17,Pants on Fire,Paul Ryan,Republican,Labor;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/AP_WX201_HOUSE_2016_PRIMARI.jpg
2011-02-17,False,Rachel Maddow,None,Labor;Pundits;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/maddow.JPG
2011-02-18,Full Flop,Mike Haridopolos,Republican,Corrections and Updates;Stimulus;Transportation,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/AP_FLSC112_MIKE_HARIDOPOLOS.JPG
2011-02-18,Mostly False, Club for Growth,None,Labor;State Budget,https://s3.amazonaws.com/static.politifact.com/mugs/mug-club4growth.jpg
2011-02-15,False,Michele Bachmann,Republican,Health Care;Taxes;Women,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Bachmann_mug_1.jpg
2011-02-17,True,Dan Patrick,Republican,Abortion;Corrections and Updates,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/ColorPatrick80-01-08pft.jpg
2010-07-01,Half True, Federation for American Immigration Reform,Organization,Immigration,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/PolitiFact_silhouettes_6.jpg
2011-02-09,Mostly False,Shawn Lindsay,Republican,Education;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/shawn_lindsay.jpg
2011-01-24,True,Dennis Kucinich,Democrat,Deficit;Federal Budget;Military,https://s3.amazonaws.com/static.politifact.com/mugs/mug-denniskucinich.jpg
2011-02-17,Pants on Fire, Chain email,None,Economy;Poverty;Urban,https://s3.amazonaws.com/static.politifact.com/mugs/mug-emailer.jpg
2011-02-16,Half True,J.D. Alexander,Republican,Ethics;State Budget;Transportation,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/jdalexander.gif
2011-02-14,True,Rand Paul,Republican,Deficit;Federal Budget;Medicare;Military;Social Security,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Rand_Paul.jpg
2011-02-11,False,Mitch Daniels,Republican,Economy;Federal Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Mitch_Daniels_CPAC.jpg
2011-02-15,False,Ed Schultz,None,Labor;Pundits;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/ed.jpg
2011-02-13,False,Alberta Darling,Republican,Labor;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/Alberta_Darling.jpg
2011-02-17,Half True, AFL-CIO,None,Labor;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/politifact2Fmugs2Fmug-independentgroup____________________1.jpg
2011-02-15,Mostly True,Joe Negron,Republican,Florida;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/AP_FLPC209_JOE_NEGRON.JPG
2011-02-14,True,Scott Rigell,Republican,Deficit;Federal Budget;Social Security,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/PF-RIGELL.jpg
2011-02-09,Half True,Michelle Rhee,None,Education,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/feature_michelle_rhee_11_kjarticlemain.jpg
2011-02-08,Half True,Whoopi  Goldberg,Talk show host,Children;Crime;Criminal Justice;Technology,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/whoopi.jpg
2011-02-06,Mostly True,John Kasich,Republican,Government Efficiency;State Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/John_Kasich_2.jpg
2011-02-14,Half True,Barack Obama,Democrat,Federal Budget,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/NYT_OBAMA_1.jpg
2011-02-16,Half True,Rick Scott,Republican,State Budget;Stimulus;Transportation,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/rlscott.JPG
2011-02-13,Half True,Newt Gingrich,Republican,Federal Budget;Foreign Policy;This Week - ABC News,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/gingrichcutter.jpg
2011-02-14,Pants on Fire, Progressive Change Campaign Committee,None,Labor;State Budget,https://s3.amazonaws.com/static.politifact.com/mugs/Group_image.jpg
2011-02-09,True,Jamie Radtke,Republican,Voting Record,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/JAMIE_RADTKE.jpg
2011-02-10,False, National Rifle Association,None,Crime;Guns,https://s3.amazonaws.com/static.politifact.com/mugs/mug-nra.jpg
2011-01-20,Half True,Jim Jordan,Republican,Deficit;Federal Budget;Trade,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/jim_jordan_2.jpg
2011-01-13,Pants on Fire,Tom DeLay,Republican,Polls and Public Opinion,https://s3.amazonaws.com/static.politifact.com/politifact/mugs/MTE1ODA0OTcxMzkxMjIzMzA5.jpg
